Publication.Type,Authors,Author Full Names,Title,Source Title,Keywords,Keywords Plus,Abstract,Publication.Date,Publication.Year,Volume,Issue,Start Page,End Page,Article Number,DOI,DOI Link,Early Access Date,Web of Science Record
J,"Pedersen, S; Odden, M; Pedersen, HC","Pedersen, Simen; Odden, Morten; Pedersen, Hans Chr.",Climate change induced molting mismatch? Mountain hare abundance reduced by duration of snow cover and predator abundance,ECOSPHERE,climate change; coloration mismatch; generalist predators; index lines; molting; mountain hare; pelage color; pine marten; red fox; snow tracking,CAMOUFLAGE MISMATCH; LEPUS-TIMIDUS; RESPONSES; DENSITY; FOREST; COLOR,"In northern latitudes, species that have adapted to snow cover by molting and changing pelage color will be particularly vulnerable to climate change, as predation levels may increase due to a mismatch with background coloration. Here, we investigated the synergistic effect of mammalian generalist predators (red fox Vulpes vulpes and pine marten Martes martes) and the duration of snow cover on the abundance of a winter-adapted species, the mountain hare (Lepus timidus). We analyzed 12 yr of data from 622 snow tracking lines in southeast Norway along a gradient in annual duration of snow-covered ground. The mountain hare abundance index was positively related to the generalist predator abundance index, probably due to a combined numerical and functional response of the predators. The mountain hare abundance index was negatively associated with a short duration of snow cover, and this effect was stronger in areas with a high predator abundance index. Hence, we demonstrated a causal link between the mountain hare abundance index, predators, and the duration of snow cover. We expect declining mountain hare densities in the future caused by interactive effects of reduced duration of snow-covered ground, potentially increasing generalist predator densities and the limited ability of mountain hares to adapt to the climate change-induced molting mismatch.",MAR,2017,8,3,,,e01722,10.1002/ecs2.1722,http://dx.doi.org/10.1002/ecs2.1722,,View Full Record in Web of Science
J,"Wilson, EC; Shipley, AA; Zuckerberg, B; Peery, MZ; Pauli, JN","Wilson, Evan C.; Shipley, Amy A.; Zuckerberg, Benjamin; Peery, M. Zachariah; Pauli, Jonathan N.",An experimental translocation identifies habitat features that buffer camouflage mismatch in snowshoe hares,CONSERVATION LETTERS,alder; aspen; coat color; molt; phenology; range shift; reintroduction; varying hare,CHANGE ADAPTATION STRATEGIES; CLIMATE-CHANGE; BIODIVERSITY; REINTRODUCTION; MANAGEMENT; DYNAMICS; SURVIVAL; MAMMALS; REFUGIA; COLOR,"Conservation for species impacted by climate change often occurs at scales impractical for local land managers. Snowshoe hares (Lepus americanus) are one of the most well-documented species declining from climate change-specifically a reduction in snowcover-yet clear management strategies have yet to emerge. To test whether camouflage mismatch is reducing hare survival we translocated 96 hares to a site recently extirpated of snowshoe hares, and monitored coat color change, mismatch with snow, habitat use, and weekly survival in winter-spring of 2017. Hare survival was low during periods of camouflage mismatch, and mismatched hares were 3.2 x less likely to survive, but this pattern varied by habitat. We found that aspen-alder stands >5 hectares negated the mortality costs of mismatch. We provide experimental evidence that mismatch is driving the range contraction of snowshoe hares, and identify specific habitats to buffer the consequences of climate change on this declining winter specialist.",MAR-APR,2019,12,2,,,e12614,10.1111/conl.12614,http://dx.doi.org/10.1111/conl.12614,,View Full Record in Web of Science
J,"Kennah, JL; Peers, MJL; Vander Wal, E; Majchrzak, YN; Menzies, AK; Studd, EK; Boonstra, R; Humphries, MM; Jung, TS; Kenney, AJ; Krebs, CJ; Boutin, S","Kennah, Joanie L.; Peers, Michael J. L.; Vander Wal, Eric; Majchrzak, Yasmine N.; Menzies, Allyson K.; Studd, Emily K.; Boonstra, Rudy; Humphries, Murray M.; Jung, Thomas S.; Kenney, Alice J.; Krebs, Charles J.; Boutin, Stan",Coat color mismatch improves survival of a keystone boreal herbivore: Energetic advantages exceed lost camouflage,ECOLOGY,accelerometer; camouflage; coat color; energetic expenditure; foraging; Lepus americanus; phenological mismatch; snowshoe hare; survival; thermoregulation,RANGING SNOWSHOE HARES; CLIMATE-CHANGE; POPULATION; PREDATION; EVOLUTIONARY; WINTER; ACCLIMATIZATION; CONSEQUENCES; TEMPERATURE; STARVATION,"Climate warming is causing asynchronies between animal phenology and environments. Mismatched traits, such as coat color change mismatched with snow, can decrease survival. However, coat change does not serve a singular adaptive benefit of camouflage, and alternate coat change functions may confer advantages that supersede mismatch costs. We found that mismatch reduced, rather than increased, autumn mortality risk of snowshoe hares in Yukon by 86.5% when mismatch occurred. We suggest that the increased coat insulation and lower metabolic rates of winter-acclimatized hares confer energetic advantages to white mismatched hares that reduce their mortality risk. We found that white mismatched hares forage 17-77 min less per day than matched brown hares between 0 & DEG;C and -10 & DEG;C, thus lowering their predation risk and increasing survival. We found no effect of mismatch on spring mortality risk, during which mismatch occurred at warmer temperatures, suggesting a potential temperature limit at which the costs of conspicuousness outweigh energetic benefits.",FEB,2023,104,2,,,,10.1002/ecy.3882,http://dx.doi.org/10.1002/ecy.3882,DEC 2022,View Full Record in Web of Science
J,"Zimova, M; Newey, S; Denny, B; Pedersen, S; Mills, LS","Zimova, Marketa; Newey, Scott; Denny, Becks; Pedersen, Simen; Mills, L. Scott",Scottish mountain hares do not respond behaviorally to camouflage mismatch,OIKOS,,PTARMIGAN; COLOR; FLEXIBILITY; RESCUE; ROCK,"Climate change has resulted in a myriad of stressors to wild organisms. Phenotypic plasticity, including behavioral plasticity, is hypothesized to play a key role in allowing animals to cope with rapid climate change and mitigate its negative fitness consequences. Camouflage mismatch resulting from decreasing duration of snow cover presents a stressor to species that undergo coat color molts to maintain camouflage against seasonally changing backgrounds. Winter white animals appear highly conspicuous against dark, snowless background and experience increased predation-induced mortality. Here, we evaluate the potential of behavioral plasticity to buffer against camouflage mismatch in mountain hares Lepus timidus in Scotland. We carried out field surveys in three populations over two years and found no evidence that hares modify their behaviors in response to increasing camouflage mismatch. Hares did not prefer to rest closer to light-colored rocks or farther from conspecifics with increasing color contrast. Furthermore, whiter hares did not seek to rest closer to snowy backgrounds; rather, hares preferred to sit farther from snow. These results suggest that behavioral plasticity might not be a universal, rapid mechanism facilitating adaptation to climate change.Keywords: behavioral plasticity, camouflage, climate change, mountain hares, phenological mismatch",OCT,2024,2024,10,,,,10.1111/oik.10834,http://dx.doi.org/10.1111/oik.10834,JUL 2024,View Full Record in Web of Science
J,"Zimova, M; Barnard, L; Davis, BM; Kumar, A; Lafferty, DJR; Mills, LS","Zimova, Marketa; Barnard, Lindsey; Davis, Brandon M.; Kumar, Alexander, V; Lafferty, Diana J. R.; Mills, L. Scott",Using remote cameras to measure seasonal molts,ECOSPHERE,color molting mammals; molt classification; phenology; remote camera traps; seasonal molt; snowshoe hare,CLIMATE-CHANGE; REPRODUCTIVE SUCCESS; MIGRATION PHENOLOGY; BREEDING PHENOLOGY; EVOLUTIONARY; OCCUPANCY; MISMATCH; DRIVEN; GROWTH; SHIFTS,"Obtaining accurate data on seasonal timing of lifecycle events in the wild is critical for many aspects of ecological research. However, characterizing such phenological processes is difficult, expensive, and time consuming. Remote camera traps are increasingly used in ecology, yet their potential to study key phenological traits in animal populations has been largely unexplored. Here, we examine the potential of remote camera traps to measure the progression of seasonal molts in mammals. We evaluated the accuracy of trained observers to classify the stage of molt from camera-trap images and identified factors that increase the accuracy of this method in a common, color molting mammal, the snowshoe hare (Lepus americanus). Our results showed that images taken by remote camera traps can be used to classify the stage of color molt with relatively high accuracy (i.e., 84%). Observers achieved the highest accuracy when using a classification protocol with fewer molt categories, and from images acquired during the day. We also found that hare body position in the image, and whether the hare was moving or still had small influences on observer classification accuracy. Camera model had negligible effect on accuracy. Overall, our results suggest that camera traps can be used to classify molt progression to measure molt phenology in the wild. Because many camera-trap studies are ongoing around the world, images of species that undergo distinguishable seasonal molts could be pooled across studies to characterize molt phenology on local and global scales. In much the same way that remote cameras have revolutionized the study of distribution, abundance, and behavior of some animal populations, so too can remote camera images transform our understanding of key phenological processes across space, time, and taxa.",APR,2020,11,4,,,e03084,10.1002/ecs2.3084,http://dx.doi.org/10.1002/ecs2.3084,,View Full Record in Web of Science
J,"Oli, MK; Kenney, AJ; Boonstra, R; Boutin, S; Murray, DL; Peers, MJL; Gilbert, BS; Jung, TMS; Chaudhary, V; Hines, JE; Krebs, CJ","Oli, Madan K.; Kenney, Alice J.; Boonstra, Rudy; Boutin, Stan; Murray, Dennis L.; Peers, Michael J. L.; Gilbert, B. Scott; Jung, Thomas S.; Chaudhary, Vratika; Hines, James E.; Krebs, Charles J.",Does coat colour influence survival? A test in a cyclic population of snowshoe hares,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,boreal ecosystem; coat colour; climate change; Lepus americanus; multi-state capture-mark-recapture models; phenological mismatch,DEMOGRAPHY; STRESS; FOOD; EVOLUTIONARY; DISPERSAL; YUKON,"Some mammal species inhabiting high-latitude biomes have evolved a seasonal moulting pattern that improves camouflage via white coats in winter and brown coats in summer. In many high-latitude and high-altitude areas, the duration and depth of snow cover has been substantially reduced in the last five decades. This reduction in depth and duration of snow cover may create a mismatch between coat colour and colour of the background environment, and potentially reduce the survival rate of species that depend on crypsis. We used long-term (1977-2020) field data and capture-mark-recapture models to test the hypothesis that whiteness of the coat influences winter apparent survival in a cyclic population of snowshoe hares (Lepus americanus) at Kluane, Yukon, Canada. Whiteness of the snowshoe hare coat in autumn declined during this study, and snowshoe hares with a greater proportion of whiteness in their coats in autumn survived better during winter. However, whiteness of the coat in spring did not affect subsequent summer survival. These results are consistent with the hypothesis that the timing of coat colour change in autumn can reduce overwinter survival. Because declines in cyclic snowshoe hare populations are strongly affected by low winter survival, the timing of coat colour change may adversely affect snowshoe hare population dynamics as climate change continues.",APR 12,2023,290,1996,,,20221421,10.1098/rspb.2022.1421,http://dx.doi.org/10.1098/rspb.2022.1421,,View Full Record in Web of Science
J,"Wilson, EC; Zuckerberg, B; Peery, MZ; Pauli, JN","Wilson, Evan C.; Zuckerberg, Benjamin; Peery, M. Zachariah; Pauli, Jonathan N.","The past, present and future impacts of climate and land use change on snowshoe hares along their southern range boundary",BIOLOGICAL CONSERVATION,Lepus americanus; Camouflage mismatch; Aspen; Colonization; Extinction; Range shift,OCCUPANCY ESTIMATION; HABITAT LOSS; POPULATION; PREDATION; BIODIVERSITY; VERTEBRATES; DYNAMICS; MAMMALS; SHIFTS; CYCLE,"Changes in land use and climate are among the main drivers of range shifts for multiple species and taxa. While such distributional changes are often observed at broad scales, the processes driving them - colonization and extinction along range boundaries - occur at local scales. There is a need then, to identify whether these local drivers are consistent with patterns at broader scales. Snowshoe hares (Lepus americanus), an important prey species in northern forest ecosystems, have experienced range contraction along much of their southern boundary. Population declines are linked to climate change via camouflage mismatch, an inability to match seasonal coat color molts with declining snow cover duration. We used data from camera traps to monitor the spatial extent and habitat associations of hares before, during and after an experimental translocation, and multi season occupancy models to model the effects of habitat and climate on colonization and extinction patterns. We compared our contemporary occupancy models to historical patterns of extirpation and simulated future effects of timber harvest on occupancy. Colonization by hares was strongly associated with distance from source population and patch size of aspen-alder. Historical patterns of extirpation were consistent with contemporary patterns, and simulations revealed that increased frequency and magnitude of aspen harvest increased hare occupancy by creating large patches of early-successional habitat. As global change alters ecological communities, identifying mechanisms that drive range-shifts and targeting landscape features that can be manipulated to buffer those effects can be used to promote the persistence of individual species and ecological communities.",SEP,2020,249,,,,108731,10.1016/j.biocon.2020.108731,http://dx.doi.org/10.1016/j.biocon.2020.108731,,View Full Record in Web of Science
J,"Visser, ME; Both, C","Visser, ME; Both, C",Shifts in phenology due to global climate change: the need for a yardstick,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,phenology; climate change; mistiming; food chains,MOTH OPEROPHTERA-BRUMATA; WINTER MOTH; LIFE-HISTORY; QUERCUS-ROBUR; ELEVATED-TEMPERATURE; TROPHIC INTERACTIONS; PLUVIALIS-APRICARIA; BREEDING PHENOLOGY; LARVAL EMERGENCE; MIGRATORY BIRDS,"Climate change has led to shifts in phenology in many species distributed widely across taxonomic groups. It is, however, unclear how we should interpret these shifts without some sort of a yardstick: a measure that will reflect how much a species should be shifting to match the change in its environment caused by climate change. Here, we assume that the shift in the phenology of a species' food abundance is, by a first approximation, an appropriate yardstick. We review the few examples that are available, ranging from birds to marine plankton. In almost all of these examples, the phenology of the focal species shifts either too little (five out of 11) or too much (three out of 11) compared to the yardstick. Thus, many species at e becoming mistimed due to climate change. We urge researchers with long-term datasets on phenology to link their data with those that may serve as a yardstick, because documentation of the incidence of climate change-induced mistiming is crucial in assessing the impact of global climate change on the natural world.",DEC 22,2005,272,1581,2561,2569,,10.1098/rspb.2005.3356,http://dx.doi.org/10.1098/rspb.2005.3356,,View Full Record in Web of Science
J,"Dingemanse, NJ; Kalkman, VJ","Dingemanse, Niels J.; Kalkman, Vincent J.",Changing temperature regimes have advanced the phenology of Odonata in the Netherlands,ECOLOGICAL ENTOMOLOGY,aquatic insects; biological records; climate change; flight period; global warming; larval development; life history; Odonata; phenology; temperature,CLIMATE-CHANGE; BRITISH BUTTERFLIES; LIBELLULIDAE; SURVIVAL; LAKES,"1. Responses of biota to climate change have been well documented for a restricted number of taxa. This study examined shifts in phenology of 37 species of the aquatic insect order Odonata in the Netherlands over the last decade. 2. The present study shows that adults of the Dutch dragonflies and damselflies have advanced their flight dates over recent years due to complex effects of changing temperature regimes on the timing of adult flight dates. 3. Flight dates did not respond to changes in autumn/winter temperatures, advanced with increases in spring temperatures of the focal and previous year, and delayed with increases in summer temperatures of the previous year. Climate change consequently advanced the flight dates of the Odonata because only spring temperatures have increased during the study period. 4. The findings imply that climate change can evoke strong phenological responses in aquatic insects. Moreover, shifts in phenology due to climate change are likely to vary both spatially or temporally, depending on the exact nature of climate change.",JUN,2008,33,3,394,402,,10.1111/j.1365-2311.2007.00982.x,http://dx.doi.org/10.1111/j.1365-2311.2007.00982.x,,View Full Record in Web of Science
J,"Jones, MR; Mills, LS; Alves, PC; Callahan, CM; Alves, JM; Lafferty, DJR; Jiggins, FM; Jensen, JD; Melo-Ferreira, J; Good, JM","Jones, Matthew R.; Mills, L. Scott; Alves, Paulo Celio; Callahan, Colin M.; Alves, Joel M.; Lafferty, Diana J. R.; Jiggins, Francis M.; Jensen, Jeffrey D.; Melo-Ferreira, Jose; Good, Jeffrey M.",Adaptive introgression underlies polymorphic seasonal camouflage in snowshoe hares,SCIENCE,,CLIMATE-CHANGE; MITOCHONDRIAL-DNA; HISTORY; AGOUTI; EVOLUTION; COLOR; GENE; MICE; EXPRESSION; SPECIATION,"Snowshoe hares (Lepus americanus) maintain seasonal camouflage by molting to a white winter coat, but some hares remain brown during the winter in regions with low snow cover. We show that cis-regulatory variation controlling seasonal expression of the Agouti gene underlies this adaptive winter camouflage polymorphism. Genetic variation at Agouti clustered by winter coat color across multiple hare and jackrabbit species, revealing a history of recurrent interspecific gene flow. Brown winter coats in snowshoe hares likely originated from an introgressed black-tailed jackrabbit allele that has swept to high frequency in mild winter environments. These discoveries show that introgression of genetic variants that underlie key ecological traits can seed past and ongoing adaptation to rapidly changing environments.",JUN 22,2018,360,6395,1355,+,,10.1126/science.aar5273,http://dx.doi.org/10.1126/science.aar5273,,View Full Record in Web of Science
J,"Jones, MR; Mills, LS; Jensen, JD; Good, JM","Jones, Matthew R.; Mills, L. Scott; Jensen, Jeffrey D.; Good, Jeffrey M.",Convergent evolution of seasonal camouflage in response to reduced snow cover across the snowshoe hare range,EVOLUTION,Climate change; dominance; introgression; local adaptation; migration; parallel evolution,PHENOTYPIC CONVERGENCE; ADAPTIVE MELANISM; LOCAL ADAPTATION; LEPUS-AMERICANUS; CLIMATE-CHANGE; GENETIC-BASIS; COAT COLOR; SELECTION; HISTORY; MICE,"Determining how different populations adapt to similar environments is fundamental to understanding the limits of adaptation under changing environments. Snowshoe hares (Lepus americanus) typically molt into white winter coats to remain camouflaged against snow. In some warmer climates, hares have evolved brown winter camouflage-an adaptation that may spread in response to climate change. We used extensive range-wide genomic data to (1) resolve broad patterns of population structure and gene flow and (2) investigate the factors shaping the origins and distribution of winter-brown camouflage variation. In coastal Pacific Northwest (PNW) populations, winter-brown camouflage is known to be determined by a recessive haplotype at the Agouti pigmentation gene. Our phylogeographic analyses revealed deep structure and limited gene flow between PNW and more northern Boreal populations, where winter-brown camouflage is rare along the range edge. Genome sequencing of a winter-brown snowshoe hare from Alaska shows that it lacks the winter-brown PNW haplotype, reflecting a history of convergent phenotypic evolution. However, the PNW haplotype does occur at low frequency in a winter-white population from Montana, consistent with the spread of a locally deleterious recessive variant that is masked from selection when rare. Simulations of this population further show that this masking effect would greatly slow the selective increase of the winter-brown Agouti allele should it suddenly become beneficial (e.g., owing to dramatic declines in snow cover). Our findings underscore how allelic dominance can shape the geographic extent and rate of convergent adaptation in response to rapidly changing environments.",SEP,2020,74,9,2033,2045,,10.1111/evo.13976,http://dx.doi.org/10.1111/evo.13976,MAY 2020,View Full Record in Web of Science
J,"Weigel, B; Mäkinen, J; Kallasvuo, M; Vanhatalo, J","Weigel, Benjamin; Makinen, Jussi; Kallasvuo, Meri; Vanhatalo, Jarno",Exposing changing phenology of fish larvae by modeling climate effects on temporal early life-stage shifts,MARINE ECOLOGY PROGRESS SERIES,Baltic Sea; Phenology; Climate change; Clupea harengus membras; Ricker model; Hurdle model; Spatio-temporal modeling; Hierarchical modeling of species communities; HMSC,HERRING LARVAE; MARINE; TEMPERATURE; RECRUITMENT; GROWTH; ABUNDANCE; IMPACTS; SIZE; ZOOPLANKTON; FRAMEWORK,"Changing environmental conditions are influencing the seasonal timing in life history events of organisms. Such shifts in phenology are often linked to increasing temperatures that stimulate faster developments or earlier arrivals. This phenomenon has been demonstrated in terrestrial and aquatic realms, but data and knowledge are limited on how early life stages of fish are affected over long-term and broad environmental scales. Here, we analyze 2 decades (1974-1996) of size class-specific Baltic herring Clupea harengus membras L. larval data along the whole coast of Finland to expose shifts in phenology linked to changes in environmental covariates. We use a novel Bayesian hierarchical spatio-temporal hurdle model that describes larval occurrence and abundance with separate processes. Abundances are modeled with the Ricker population growth model that enables us to predict size-specific larvae groups in relation to the environment while accounting for population density dependence. We quantify shifts in phenology at multiple life stages, based on first appearances of smallest larvae (<10 mm) and by detection of higher proportions of larger larvae (>15 mm) appearing earlier than they have done historically. Our results show a strong signal in shifting phenology of the larvae toward an earlier development of 7.7 d per decade. Increasing temperature had a positive effect on the earlier development of larger larvae. Additionally, we highlight that the survival of larvae becomes more density dependent as their size increases. Our modeling framework can reveal phenological shifts of early life stages in relation to environmental change for survey data that do not necessarily cover the onset of reproduction.",MAY 20,2021,666,,135,148,,10.3354/meps13676,http://dx.doi.org/10.3354/meps13676,,View Full Record in Web of Science
